Gene	HT-29
KCNH3	 2.651730e-01
KCNH4	 2.398456e-01
KCNH5	 2.976892e-01
KCNH6	 4.918518e-01
KCNH7	 1.130092e-01
KCNH8	-1.633798e-01
KCNIP1	 1.215677e-01
KCNIP2	 2.344280e-01
KCNIP3	 1.513490e-02
KCNIP4	 2.341891e-01
KCNJ1	 6.722509e-01
KCNJ10	 1.044824e-01
KCNJ11	 2.969402e-01
KCNJ12	 1.966625e-01
KCNJ13	 3.785691e-01
KCNJ14	 3.790849e-01
KCNJ15	 1.098281e-01
KCNJ16	 2.581578e-01
KCNJ18	 1.301257e-01
KCNJ2	 3.885397e-01
KCNJ3	 1.165069e-01
KCNJ4	 2.903226e-01
KCNJ5	 1.208709e-01
KCNJ6	 2.108869e-01
KCNJ8	-4.822751e-02
KCNJ9	 2.207784e-01
KCNK1	 5.658914e-01
KCNK10	 1.434253e-01
KCNK12	-3.253441e-02
KCNK13	 1.632749e-01
KCNK15	 3.123756e-01
KCNK16	 1.377886e-01
KCNK17	 3.204235e-01
KCNK18	 2.794996e-01
KCNK2	 1.579075e-01
KCNK3	 1.967408e-01
KCNK4	-1.017863e-01
KCNK5	 6.838786e-02
KCNK6	 1.925858e-01
KCNK7	-7.926212e-02
KCNK9	 7.349373e-02
KCNMA1	 2.857948e-01
KCNMB1	 5.997032e-01
KCNMB2	 4.417319e-01
KCNMB3	 4.234574e-01
KCNMB4	 5.073622e-02
KCNN1	-3.044946e-03
KCNN2	 5.998726e-02
KCNN3	 2.358158e-01
KCNN4	 1.989384e-01
KCNQ1	 1.312381e-01
KCNQ2	 1.365734e-02
KCNQ3	 2.934497e-01
KCNQ4	 2.016545e-01
KCNQ5	-1.603319e-02
KCNRG	 1.995497e-01
KCNS1	 2.747211e-01
KCNS2	 3.390025e-02
KCNS3	 1.174707e-01
KCNT1	 7.696953e-03
KCNT2	 8.284294e-02
KCNU1	-1.008652e-01
KCNV1	 6.544871e-01
KCNV2	 2.740147e-01
KCP	 1.696399e-01
KCTD1	 4.925004e-01
KCTD10	-6.956064e-02
KCTD11	 3.522308e-01
KCTD12	 1.231603e-01
KCTD13	 2.482018e-01
KCTD14	 3.421013e-01
KCTD15	 4.244320e-01
KCTD16	 2.228347e-01
KCTD17	 2.720018e-01
KCTD18	-4.542651e-02
KCTD19	 4.310763e-01
KCTD2	 3.666104e-02
KCTD20	 6.312957e-01
KCTD21	 3.113600e-01
KCTD3	 6.484143e-01
KCTD4	 4.903020e-01
KCTD5	 6.767146e-01
KCTD6	-3.613447e-02
KCTD7	 1.364048e-01
KCTD8	-2.418170e-01
KCTD9	 3.587547e-01
KDELR1	 2.760967e-03
KDELR2	 1.550608e-01
KDELR3	 6.547247e-01
KDF1	-6.180554e-02
KDM1A	-2.853354e-01
KDM1B	 4.249796e-01
KDM2A	-3.860629e-02
KDM2B	 3.127289e-01
KDM3A	 3.593084e-01
KDM3B	 1.047372e-01
KDM4A	-2.325924e-02
KDM4B	 1.787355e-01
KDM4C	 1.690405e-01
KDM4D	 3.126672e-01
KDM4E	 2.379971e-01
KDM5A	 1.142696e-01
KDM5B	-5.737322e-02
KDM5C	-6.466624e-01
KDM5D	 2.640539e-01
KDM6A	 3.188245e-01
KDM6B	 3.629582e-01
KDM7A	 1.401441e-01
KDM8	-1.520945e-01
KDR	-1.935323e-01
KDSR	 2.842739e-01
KEAP1	-2.230578e-01
KEL	-5.746908e-02
KERA	 3.101750e-01
KHDC1	 1.164773e-01
KHDC1L	 1.344434e-01
KHDC3L	 6.469341e-02
KHDC4	 4.547900e-01
KHDRBS1	-2.600102e-02
KHDRBS2	 1.009146e-01
KHDRBS3	 4.148181e-01
KHK	 2.560729e-01
KHNYN	 5.783775e-01
KHSRP	 1.516026e-02
KIAA0040	 4.364406e-01
KIAA0100	-2.007116e-01
KIAA0232	 2.883467e-01
KIAA0319	 3.077256e-01
KIAA0319L	 2.712189e-01
KIAA0355	-2.612213e-01
KIAA0408	 3.377486e-01
KIAA0513	 3.974781e-01
KIAA0556	 2.472026e-01
KIAA0586	 6.041619e-01
KIAA0753	 4.229714e-01
KIAA0754	 1.891965e-01
KIAA0825	 3.030439e-01
KIAA0895	 1.780980e-01
KIAA0895L	 1.564396e-01
KIAA0930	 1.565542e-01
KIAA1107	-4.482674e-02
KIAA1109	 4.660431e-02
KIAA1143	 7.189625e-02
KIAA1191	 3.971680e-01
KIAA1210	 9.795940e-02
KIAA1211L	 1.011070e-01
KIAA1217	 1.911611e-01
KIAA1257	 1.875645e-01
KIAA1324	 1.718970e-01
KIAA1324L	 4.234463e-01
KIAA1328	 4.676051e-01
KIAA1522	 3.566620e-01
KIAA1549	-4.067978e-01
KIAA1549L	 2.796714e-01
KIAA1586	 9.235973e-02
KIAA1614	 2.945022e-02
KIAA1671	 1.627482e-02
KIAA1755	 2.717172e-01
KIAA1841	 1.533843e-01
KIAA1958	 3.317442e-01
KIAA2012	 3.348533e-01
KIAA2013	-1.483598e-01
KIAA2026	 2.425677e-01
KIDINS220	-9.024881e-02
KIF11	-3.197872e+00
KIF12	 4.867797e-01
KIF13A	 2.863125e-01
KIF13B	 1.476790e-02
KIF14	-1.071833e+00
KIF15	-1.049463e-02
KIF16B	 2.634327e-01
KIF17	 1.219040e-01
KIF18A	-2.616881e+00
KIF18B	 3.587040e-01
KIF19	 3.679328e-01
KIF1A	-5.350682e-02
KIF1B	 2.012585e-01
KIF1C	 3.768800e-01
KIF20A	-3.329227e-01
KIF20B	 7.970653e-02
KIF21A	 6.873751e-02
KIF21B	 3.888476e-01
KIF22	 2.122469e-01
KIF23	-2.729209e+00
KIF24	-2.932940e-01
KIF25	 2.182349e-01
KIF26A	 2.537417e-01
KIF26B	 2.443188e-01
KIF27	 3.826869e-01
KIF2A	 8.291404e-02
KIF2B	 1.350667e-01
KIF2C	 3.203185e-01
KIF3A	 2.317908e-01
KIF3B	 1.655403e-01
KIF3C	 1.887044e-01
KIF4A	 1.247398e-03
KIF4B	 1.952996e-01
KIF5A	 1.453135e-01
KIF5B	 1.029386e-01
KIF5C	-5.732776e-02
KIF6	 3.422236e-01
KIF7	-1.230511e-01
KIF9	 2.156692e-01
KIFAP3	 2.447910e-01
KIFBP	-9.280051e-02
KIFC1	 4.163735e-01
KIFC2	 5.318003e-01
KIFC3	 1.940701e-01
KIN	-3.886638e+00
KIR2DL1	 2.327063e-01
KIR2DL3	 1.524166e-01
KIR2DL4	 3.628773e-01
KIR2DS4	 4.330676e-01
KIR3DL1	 2.506976e-01
KIR3DL2	-1.167456e-01
KIR3DL3	 3.614111e-01
KIRREL1	 2.066867e-01
KIRREL2	 4.980628e-01
KIRREL3	 2.202598e-01
KISS1	 4.468240e-01
KISS1R	 5.400649e-01
KIT	 1.623606e-01
KITLG	 2.249409e-01
KIZ	 4.244572e-01
KL	 1.139700e-01
KLB	 6.480316e-02
KLC1	 4.423745e-01
KLC2	-1.626330e-01
KLC3	-9.507539e-02
KLC4	 3.062871e-01
KLF1	-1.876877e-01
KLF10	-5.367615e-01
KLF11	 1.824884e-01
KLF12	 2.595149e-01
KLF13	 1.242786e-01
KLF14	 1.802432e-02
KLF15	 4.250973e-02
KLF16	 4.380599e-02
KLF17	 1.558040e-01
KLF2	 2.262994e-01
KLF3	-2.016741e-01
KLF4	-5.787222e-02
KLF5	-1.562109e+00
KLF6	 1.556060e-01
KLF7	 2.333473e-01
KLF8	 1.201481e-01
KLF9	-7.474235e-02
KLHDC1	 2.047919e-01
KLHDC10	 1.523417e-01
KLHDC2	 5.031180e-01
KLHDC3	 3.323166e-01
KLHDC4	 4.720733e-01
KLHDC7A	 1.293688e-01
KLHDC7B	-5.081634e-02
KLHDC8A	 2.709147e-01
KLHDC8B	 2.146998e-01
KLHDC9	 2.295507e-01
KLHL1	 2.017717e-01
KLHL10	 4.385198e-01
KLHL11	 2.327736e-01
KLHL12	 1.831144e-01
KLHL13	 2.037299e-01
KLHL14	 1.117005e-01
KLHL15	-8.612443e-02
KLHL17	-5.693354e-02
KLHL18	 1.988621e-01
KLHL2	 4.487490e-01
KLHL20	 3.131934e-01
KLHL21	 2.696838e-01
KLHL22	 5.972380e-03
KLHL23	 1.219901e-01
KLHL24	 2.870725e-01
KLHL25	 3.270543e-02
KLHL26	-1.418001e-01
KLHL28	 1.882703e-01
KLHL29	 2.148419e-01
KLHL3	 5.161931e-02
KLHL30	-1.740603e-02
KLHL31	 6.024555e-02
KLHL32	 1.750231e-01
KLHL33	 2.289413e-01
KLHL34	 3.759820e-02
KLHL35	 3.552427e-01
KLHL36	 4.329647e-01
KLHL38	 8.711784e-02
KLHL4	 1.696139e-02
KLHL40	-1.582942e-01
KLHL41	 1.980235e-02
KLHL42	 4.333428e-02
KLHL5	 7.770284e-02
KLHL6	 1.346884e-01
KLHL7	 3.087866e-01
KLHL8	 4.080369e-01
KLHL9	 8.005115e-02
KLK1	 2.901599e-01
KLK10	 1.828870e-01
KLK11	 3.096983e-01
KLK12	 1.839164e-01
KLK13	-5.467110e-02
KLK14	 6.044664e-02
KLK15	 1.170879e-01
KLK2	-7.559920e-02
KLK3	 8.926736e-03
KLK4	 1.788365e-01
KLK5	 2.729425e-01
KLK6	-1.470718e-01
KLK7	 1.933732e-02
KLK8	-3.407538e-02
KLK9	 4.402788e-01
KLKB1	 3.177300e-01
KLLN	 3.491010e-01
KLRB1	-5.134027e-02
KLRC1	-7.213351e-02
KLRC2	-2.207799e-01
KLRC3	 6.638485e-02
KLRC4	 7.031621e-02
KLRD1	-1.305800e-01
KLRF1	 1.406192e-01
KLRF2	 1.295538e-01
KLRG1	 2.968217e-01
KLRG2	-1.941310e-01
KLRK1	 3.150617e-01
KMO	 2.710931e-01
KMT2A	-5.758123e-01
KMT2B	-5.366838e-03
KMT2C	-1.837547e-02
KMT2D	 6.151355e-02
KMT2E	-6.389942e-01
KMT5A	-3.251893e-01
KMT5B	-1.723272e-01
KMT5C	-3.043514e-01
KNCN	 2.297436e-01
KNDC1	-1.108068e-01
KNG1	 2.537801e-01
KNL1	-3.836948e-01
KNOP1	 6.590394e-01
KNSTRN	-2.632661e-02
KNTC1	-2.372006e-01
KPNA1	 4.198789e-01
KPNA2	-9.804346e-02
KPNA3	 1.529004e-01
KPNA4	 4.369143e-01
KPNA5	 2.005425e-01
KPNA6	 2.606503e-01
KPNA7	 1.967109e-01
KPNB1	-2.176352e+00
KPRP	 4.044106e-01
KPTN	 3.472827e-01
KRAS	-4.787553e-02
KRBA1	-1.740984e-02
KRBA2	 1.659452e-01
KRBOX1	 4.015533e-01
KRBOX4	 2.873339e-01
KRCC1	 1.636741e-01
KREMEN1	-2.115104e-02
KREMEN2	 7.822099e-02
KRI1	-1.305819e+00
KRIT1	 1.037271e-01
KRR1	-2.071622e+00
KRT1	 3.825338e-01
KRT10	 2.535782e-01
KRT12	-4.347673e-02
KRT13	 5.358824e-01
KRT14	 3.841853e-01
KRT15	 1.148275e-01
KRT16	 2.592346e-01
KRT17	-6.192957e-01
KRT18	 4.901646e-02
KRT19	 4.216547e-01
KRT2	 1.177625e-01
KRT20	 1.282237e-01
KRT222	 1.326935e-01
KRT23	 1.757239e-01
KRT24	 3.481863e-01
KRT25	 4.298416e-01
KRT26	 5.383758e-01
KRT27	 3.250468e-01
KRT28	 1.597846e-01
KRT3	 2.161062e-01
KRT31	 2.748660e-01
KRT32	 5.903928e-01
KRT33A	 1.898561e-01
KRT33B	 1.506197e-01
KRT34	 1.582344e-01
KRT35	 3.963575e-01
KRT36	 2.658896e-01
KRT37	 3.569169e-01
KRT38	 2.703753e-01
KRT39	 4.160251e-01
KRT4	 1.709208e-01
KRT40	 4.363116e-01
KRT5	 1.284763e-01
KRT6A	-4.314675e-01
KRT6B	-2.383989e-01
KRT6C	 1.228951e-01
KRT7	 2.900642e-02
KRT71	 2.434243e-01
KRT72	 3.098928e-01
KRT73	 2.252637e-01
KRT74	 2.412845e-01
KRT75	 6.334741e-02
KRT76	 3.141833e-01
KRT77	 1.157375e-01
KRT78	 2.820954e-02
KRT79	 1.527071e-01
KRT8	 1.260251e-01
KRT80	 1.822826e-01
KRT81	 1.242402e-01
KRT82	 1.825110e-01
KRT83	 2.069707e-01
KRT84	 7.094764e-02
KRT85	 3.817890e-02
KRT86	-1.717089e-01
KRT9	 3.803103e-01
KRTAP1-1	 4.425363e-01
KRTAP1-3	 3.431369e-01
KRTAP1-4	 3.590693e-01
KRTAP1-5	 5.750956e-01
KRTAP10-1	-5.862689e-01
KRTAP10-10	 2.759042e-01
KRTAP10-11	 1.846581e-01
KRTAP10-12	 9.569317e-02
KRTAP10-2	 2.584023e-01
KRTAP10-3	 1.263618e-03
KRTAP10-4	 2.834363e-01
KRTAP10-5	 3.270532e-01
KRTAP10-6	-3.732457e-02
KRTAP10-7	 1.506825e-01
KRTAP10-8	-1.279507e-01
KRTAP10-9	-1.900054e-01
KRTAP11-1	-1.949310e-01
KRTAP12-1	 9.674585e-02
KRTAP12-2	 3.817826e-01
KRTAP12-3	 4.642505e-01
KRTAP12-4	 2.034392e-01
KRTAP13-1	 3.705939e-01
KRTAP13-2	 1.883918e-01
KRTAP13-3	 5.873505e-02
KRTAP13-4	 3.043667e-01
KRTAP15-1	 1.883966e-01
KRTAP16-1	 1.720747e-01
KRTAP17-1	 2.538688e-01
KRTAP19-1	 3.958622e-02
KRTAP19-2	 4.957627e-01
KRTAP19-3	-3.140629e-01
KRTAP19-4	 6.172292e-01
KRTAP19-5	 4.345851e-01
KRTAP19-6	-4.790505e-01
KRTAP19-7	 2.450627e-01
KRTAP19-8	 2.528398e-01
KRTAP20-1	 3.423284e-01
KRTAP20-2	 3.963508e-01
KRTAP20-3	 2.204284e-01
KRTAP21-1	 3.246928e-01
KRTAP21-2	 3.363178e-02
KRTAP21-3	 3.695108e-01
KRTAP22-1	 2.613857e-01
KRTAP22-2	 1.580074e-01
KRTAP23-1	 1.487971e-01
KRTAP24-1	 1.039487e-01
KRTAP25-1	 2.186645e-01
KRTAP26-1	 3.443978e-01
KRTAP27-1	 1.912653e-01
KRTAP29-1	-1.454552e-01
KRTAP3-1	 3.178423e-01
KRTAP3-2	 1.419576e-01
KRTAP3-3	 1.480269e-01
KRTAP4-1	 5.234041e-01
KRTAP4-11	-2.808722e+00
KRTAP4-12	 2.047013e-02
KRTAP4-2	-1.421403e+00
KRTAP4-3	-1.090758e-01
KRTAP4-4	 4.974124e-01
KRTAP4-5	 4.166474e-01
KRTAP4-6	 2.924075e-02
KRTAP4-7	-1.261489e+00
KRTAP4-8	 4.489236e-02
KRTAP4-9	-7.090214e-01
KRTAP5-1	 3.438640e-01
KRTAP5-10	-1.063282e+00
KRTAP5-11	-6.707341e-01
KRTAP5-2	-2.327153e-01
KRTAP5-3	-7.937520e-01
KRTAP5-5	-8.589962e-02
KRTAP5-6	-2.370937e-01
KRTAP5-7	-1.561306e+00
KRTAP5-8	-9.131826e-02
KRTAP5-9	 3.193557e-01
KRTAP6-1	 5.351055e-01
KRTAP6-2	 2.741073e-01
KRTAP6-3	 1.318619e-01
KRTAP7-1	 1.063856e-01
KRTAP8-1	 8.253675e-02
KRTAP9-1	 4.239220e-01
KRTAP9-2	-3.067298e-01
KRTAP9-3	 5.100617e-01
KRTAP9-4	-6.475755e-01
KRTAP9-6	-2.302145e-01
KRTAP9-7	-1.712157e-01
KRTAP9-8	 6.159270e-02
KRTAP9-9	 2.034215e-01
KRTCAP2	-8.809476e-02
KRTCAP3	 1.211803e-01
KRTDAP	 3.654033e-01
KSR1	 4.252195e-03
KSR2	 3.606123e-01
KTI12	-2.208612e-01
KTN1	 3.618643e-01
KXD1	 1.887098e-01
KY	 4.183382e-01
KYAT1	 2.417668e-02
KYAT3	 2.712285e-01
KYNU	 9.449820e-02
L1CAM	 1.134873e-01
L1TD1	 3.238463e-01
L2HGDH	 3.736260e-01
L3HYPDH	 4.429865e-02
L3MBTL1	-1.015575e-01
L3MBTL2	 3.454074e-01
L3MBTL3	 5.742449e-03
L3MBTL4	 3.905912e-01
LACC1	 1.380990e-01
LACRT	 7.489897e-02
LACTB	 4.425372e-02
LACTB2	 1.843047e-01
LACTBL1	 2.425397e-01
LAD1	 1.829899e-01
LAG3	 3.737620e-01
LAGE3	 3.591693e-01
LAIR1	 2.349354e-01
LAIR2	-1.782525e-01
LALBA	 2.473504e-01
LAMA1	 1.569164e-02
LAMA2	 7.602021e-02
LAMA3	-4.397482e-02
LAMA4	-4.108122e-02
LAMA5	 7.015557e-02
LAMB1	-1.448003e-01
LAMB2	 9.628253e-02
LAMB3	 2.820698e-01
LAMB4	-6.813873e-01
LAMC1	 2.185370e-01
LAMC2	 2.661724e-01
LAMC3	 1.782071e-01
LAMP1	 7.704699e-02
LAMP2	 3.203194e-01
LAMP3	 2.478117e-01
LAMP5	 3.186649e-01
LAMTOR1	-1.131260e-01
LAMTOR2	-5.558481e-01
LAMTOR3	-1.525114e-02
LAMTOR4	-2.383966e-01
LAMTOR5	-1.815087e-01
LANCL1	 7.509001e-02
LANCL2	 2.758524e-01
LANCL3	 2.676085e-01
LAP3	 2.322728e-01
LAPTM4A	 2.647130e-01
LAPTM4B	 6.477778e-02
LAPTM5	 4.524933e-01
LARGE1	 3.890864e-01
LARGE2	 1.867106e-01
LARP1	 1.595730e-01
LARP1B	 1.328502e-01
LARP4	 5.157276e-02
LARP4B	 2.946274e-01
LARP6	 1.303408e-01
LARP7	 4.117133e-01
LARS1	-2.916563e+00
LARS2	-6.068362e-02
LAS1L	-2.011301e+00
LASP1	-1.673819e-01
LAT	 3.827475e-01
LAT2	 2.361179e-01
LATS1	 3.543553e-01
LATS2	 1.286804e-02
LAX1	 3.456336e-01
LAYN	 8.069209e-02
LBH	 3.781281e-01
LBHD1	 1.258752e-01
LBP	 4.083063e-01
LBR	 2.118229e-01
LBX1	 2.723010e-01
LBX2	 1.664793e-01
LCA5	 3.144139e-01
LCA5L	-1.916968e-01
LCAT	 1.842066e-01
LCE1A	-1.447176e+00
LCE1B	-1.226799e+00
LCE1C	-2.636743e-01
LCE1D	 3.297625e-02
LCE1E	-2.215143e-02
LCE1F	-3.878336e-01
LCE2A	-4.079869e-01
LCE2B	-9.799148e-01
LCE2C	-9.613306e-01
LCE2D	-3.241089e-01
LCE3A	-1.340234e+00
LCE3B	 4.043636e-02
LCE3C	 3.246848e-01
LCE3D	-4.389642e-01
LCE3E	 2.723921e-01
LCE4A	 4.484458e-02
LCE5A	-2.868398e-01
LCE6A	 3.570142e-01
LCK	 1.744579e-01
LCLAT1	-1.484868e-02
LCMT1	-6.406227e-02
LCMT2	 1.673733e-01
LCN1	 2.221197e-02
LCN10	 3.045505e-01
LCN12	 4.372925e-01
LCN15	-1.229089e-01
LCN2	-1.107771e-01
LCN6	 4.804181e-02
LCN8	 6.493929e-02
LCN9	 1.529864e-01
LCNL1	 1.634850e-01
LCOR	-3.720743e-01
LCORL	 5.582377e-02
LCP1	 1.666800e-01
LCP2	 2.728756e-01
LCT	 2.166707e-01
LCTL	 4.968389e-01
LDAH	 3.442533e-01
LDB1	 3.603467e-02
LDB2	 3.180873e-01
LDB3	-2.110998e-01
LDHA	-1.421613e-01
LDHAL6A	 3.298418e-01
LDHAL6B	 4.078984e-01
LDHB	 8.156966e-02
LDHC	 3.555259e-01
LDHD	 9.973614e-02
LDLR	 1.793644e-01
LDLRAD1	 2.829057e-01
LDLRAD2	 1.824570e-01
LDLRAD3	 2.500543e-01
LDLRAD4	 4.483635e-01
LDLRAP1	 3.524970e-01
LDOC1	 1.701737e-02
LEAP2	 9.519618e-02
LECT2	 1.724809e-01
LEF1	 2.017896e-01
LEFTY1	 2.235637e-01
LEFTY2	 4.057292e-01
LEKR1	 5.464276e-01
LELP1	 3.364880e-01
LEMD1	 5.632882e-02
LEMD2	-8.963621e-01
LEMD3	 8.796204e-02
LENEP	-5.785779e-02
LENG1	 5.007118e-02
LENG8	-2.694450e-01
LENG9	 2.210067e-02
LEO1	-2.323229e-01
LEP	 8.467866e-02
LEPR	 1.840506e-01
LEPROT	 3.154480e-01
LEPROTL1	 3.559517e-01
LETM1	-9.760085e-01
LETM2	 6.005849e-02
LETMD1	 8.053766e-02
LEUTX	 3.456137e-01
LEXM	 2.476568e-01
LFNG	 3.642219e-01
LGALS1	 1.949246e-01
LGALS12	 1.938382e-01
LGALS13	 1.432975e-01
LGALS14	 1.912869e-01
LGALS16	 9.758192e-02
LGALS2	 4.006300e-01
LGALS3	 1.904665e-01
LGALS3BP	 3.376681e-01
LGALS4	 1.449876e-01
LGALS7	 2.524682e-02
LGALS7B	 2.770029e-01
LGALS8	 5.066419e-01
LGALS9	 7.071708e-01
LGALS9B	 3.405092e-01
LGALS9C	-1.382694e+00
LGALSL	 3.767809e-01
LGI1	-6.732317e-02
LGI2	 1.296661e-01
LGI3	-3.163081e-02
LGI4	 4.671799e-01
LGMN	 2.635475e-01
LGR4	 2.538682e-01
LGR5	 2.073747e-02
LGR6	 3.614837e-01
LGSN	-1.548353e-01
LHB	 2.675780e-01
LHCGR	 3.897056e-01
LHFPL1	-1.665880e-02
LHFPL2	 3.259674e-02
LHFPL3	 1.303045e-01
LHFPL4	 2.227916e-01
LHFPL5	 1.439097e-01
LHFPL6	 1.032323e-01
LHPP	 4.259896e-01
LHX1	-4.217853e-02
LHX2	 2.137054e-01
LHX3	-8.673820e-05
LHX4	 1.696798e-01
LHX5	-1.267110e-01
LHX6	-1.206866e-01
LHX8	 5.826209e-01
LHX9	 1.839305e-01
LIAS	-8.382421e-02
LIF	 2.879527e-01
LIFR	 2.850773e-02
LIG1	-3.724597e+00
LIG3	 1.514555e-01
LIG4	 1.197127e-01
LILRA1	 9.628119e-02
LILRA2	 2.935967e-01
LILRA4	 3.147300e-01
LILRA5	-1.680513e-01
LILRA6	 2.506526e-01
LILRB1	 3.360960e-02
LILRB2	 1.137633e-01
LILRB3	 1.340911e-01
LILRB4	 1.735006e-01
LILRB5	 1.814651e-01
LIM2	 1.331301e-01
LIMA1	 2.255667e-01
LIMCH1	 3.232496e-01
LIMD1	-1.847977e-01
LIMD2	 1.505489e-01
LIME1	-6.004920e-02
LIMK1	-2.576497e-01
LIMK2	 4.493329e-01
LIMS1	-1.273457e-01
LIMS2	 1.459241e-01
LIMS3	-1.130288e+00
LIMS4	-1.738513e-01
LIN28A	 1.878419e-01
LIN28B	 4.213545e-04
LIN37	-2.599707e-02
LIN52	-2.411639e+00
LIN54	-1.907681e-01
LIN7A	 4.389373e-03
LIN7B	 3.027316e-01
LIN7C	 5.475819e-02
LIN9	 4.620132e-03
LINGO1	 2.109069e-01
LINGO2	 8.377182e-02
LINGO3	 2.520214e-02
LINGO4	 5.087487e-01
LINS1	 3.277511e-01
LIPA	 2.237795e-01
LIPC	 3.336790e-01
LIPE	 6.448554e-02
LIPF	 3.098623e-01
LIPG	 2.137039e-01
LIPH	 2.194006e-01
LIPI	 1.772982e-01
LIPJ	 1.028742e-01
LIPK	 4.719768e-01
LIPM	 1.991938e-02
LIPN	 4.865922e-01
LIPT1	 3.408034e-01
LIPT2	-4.189286e-02
LITAF	 2.381457e-01
LIX1	 1.038160e-01
LIX1L	 6.695098e-02
LKAAEAR1	 1.948550e-01
LLCFC1	-3.611026e-01
LLGL1	 4.141849e-01
LLGL2	 3.632978e-01
LLPH	 3.697202e-01
LMAN1	 9.004860e-02
LMAN1L	 3.404008e-01
LMAN2	 1.946904e-01
LMAN2L	 3.432051e-01
LMBR1	-1.107783e-01
LMBR1L	 7.510640e-02
LMBRD1	 2.290107e-01
LMBRD2	 3.837765e-01
LMCD1	 4.176855e-01
LMF1	 4.256300e-01
LMF2	-1.332643e-01
LMLN	 1.624506e-01
LMNA	-2.868508e-01
LMNB1	-1.021628e-02
LMNB2	 1.843425e-01
LMNTD1	 8.564276e-02
LMNTD2	-9.505911e-03
LMO1	 2.469576e-01
LMO2	 1.932947e-01
LMO3	-5.477355e-02
LMO4	-1.478391e-01
LMO7	 3.389866e-01
LMOD1	 3.737731e-01
LMOD2	 8.835638e-02
LMOD3	-7.565540e-02
LMTK2	-3.019308e-01
LMTK3	 9.251217e-03
LMX1A	 3.636901e-01
LMX1B	 5.473445e-02
LNP1	 2.572169e-01
LNPEP	 1.585117e-01
LNPK	 1.280928e-01
LNX1	 2.567881e-01
LNX2	 3.012037e-01
LONP1	-7.521637e-01
LONP2	 2.833063e-01
LONRF1	 1.931881e-01
LONRF2	-1.054065e-01
LONRF3	 9.096816e-02
LOR	 2.341764e-01
LOX	 6.904221e-02
LOXHD1	 4.059385e-02
LOXL1	 3.990351e-02
LOXL2	-4.406306e-01
LOXL3	-2.213513e-01
LOXL4	 1.751076e-01
LPA	 1.304995e-01
LPAR1	 1.415722e-01
LPAR2	 2.729130e-01
LPAR3	 1.938243e-01
LPAR4	 4.131227e-01
LPAR5	-3.933915e-02
LPAR6	 1.422185e-01
LPCAT1	 3.953622e-01
LPCAT2	 4.603158e-01
LPCAT3	-4.959523e-02
LPCAT4	 3.983505e-02
LPGAT1	 1.265062e-01
LPIN1	 3.519027e-01
LPIN2	 1.563782e-01
LPIN3	 3.432399e-01
LPL	 2.906013e-01
LPO	 2.416947e-01
LPP	 3.235603e-01
LPXN	 1.970524e-01
LRAT	 2.101290e-01
LRATD1	 2.199221e-01
LRATD2	-1.888648e-01
LRBA	-5.902828e-02
LRCH1	 1.203730e-01
LRCH2	 3.269902e-01
LRCH3	 2.473347e-01
LRCH4	-1.669371e-01
LRCOL1	 4.786080e-01
LRFN1	 4.067321e-02
LRFN2	 2.050598e-01
LRFN3	 6.214637e-02
LRFN4	-1.606247e-01
LRFN5	 2.076779e-01
LRG1	 2.539572e-01
LRGUK	 2.503452e-01
LRIF1	 2.971271e-01
LRIG1	-5.714369e-02
LRIG2	-1.144244e-01
LRIG3	 2.370129e-02
LRIT1	 5.686779e-02
LRIT2	 5.182726e-01
LRIT3	 1.307328e-01
LRMDA	 1.510357e-01
LRMP	 2.204926e-01
LRP1	 2.865024e-01
LRP10	 2.835599e-01
LRP11	 2.432378e-01
LRP12	 4.639760e-01
LRP1B	-6.190130e-02
LRP2	-6.672984e-02
LRP2BP	 1.011507e-01
LRP3	 1.598203e-01
LRP4	 1.361476e-01
LRP5	 6.355070e-03
LRP5L	 7.001331e-02
LRP6	 1.421085e-02
LRP8	 3.265562e-01
LRPAP1	 1.428545e-01
LRPPRC	-3.728895e-01
LRR1	-3.657833e+00
LRRC1	 7.077904e-02
LRRC10	 9.731770e-02
LRRC10B	-6.808066e-02
LRRC14	 4.387802e-01
LRRC14B	 1.933663e-01
LRRC15	 1.567867e-01
LRRC17	-1.201338e-01
LRRC18	 1.872859e-01
LRRC19	 4.309971e-01
LRRC2	 4.183771e-01
LRRC20	 6.422389e-02
LRRC23	 3.377638e-01
LRRC24	 3.883740e-01
LRRC25	 3.851617e-01
LRRC26	-6.294815e-02
LRRC27	 4.108316e-01
LRRC28	 2.726993e-01
LRRC29	 2.850906e-01
LRRC3	 1.796626e-01
LRRC30	 3.332997e-01
LRRC31	 2.607318e-01
LRRC32	 2.174999e-01
LRRC34	 9.594057e-02
LRRC36	 5.989279e-01
LRRC37A	-2.325884e+00
LRRC37A2	-1.064407e+00
LRRC37A3	 2.783487e-01
LRRC37B	 2.910161e-01
LRRC38	 4.356741e-01
LRRC39	 4.758107e-01
LRRC3B	 3.916397e-01
LRRC3C	 5.926999e-02
LRRC4	 9.583863e-02
LRRC40	 3.489328e-01
LRRC41	 2.165171e-01
LRRC42	 1.496557e-01
LRRC43	 4.580003e-01
LRRC45	 3.436401e-01
LRRC46	 2.474177e-01
LRRC47	 1.992271e-01
LRRC49	 3.559528e-01
LRRC4B	-1.053152e-01
LRRC4C	 2.448318e-01
LRRC52	 2.496234e-01
